Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Heart attack,breathlessness,sweating,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest_pain,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hypothyroidism,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,fatigue,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,fatigue,,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,lethargy,dizziness,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,dizziness,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,,,,swollen_extremeties,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,swollen_extremeties,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hyperthyroidism,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,fast_heart_rate,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,,muscle_weakness,,,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,muscle_weakness,,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Hypoglycemia,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,,sweating,headache,nausea,,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,,headache,nausea,,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,nausea,,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,,,,,,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,palpitations,,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Osteoarthristis,,knee_pain,,swelling_joints,,,,,,,,,,,,,
Osteoarthristis,joint_pain,knee_pain,,swelling_joints,,,,,,,,,,,,,
Osteoarthristis,joint_pain,,,swelling_joints,,,,,,,,,,,,,
Osteoarthristis,joint_pain,,knee_pain,swelling_joints,,,,,,,,,,,,,
Osteoarthristis,joint_pain,,knee_pain,,,,,,,,,,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
Arthritis,stiff_neck,swelling_joints,,,,,,,,,,,,,,,
Arthritis,muscle_weakness,swelling_joints,,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,headache,nausea,spinning_movements,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,nausea,spinning_movements,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,spinning_movements,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,
Acne,skin_rash,blackheads,,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,,,,,,,,,,,,,,,
Acne,skin_rash,blackheads,,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Urinary tract infection,,foul_smell_of urine,,,,,,,,,,,,,,,
Urinary tract infection,,foul_smell_of urine,,,,,,,,,,,,,,,
Urinary tract infection,,,,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Urinary tract infection,,,,,,,,,,,,,,,,,
Urinary tract infection,,foul_smell_of urine,,,,,,,,,,,,,,,
Urinary tract infection,,,,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Psoriasis,joint_pain,skin_peeling,,,,,,,,,,,,,,,
Psoriasis,skin_rash,skin_peeling,,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Impetigo,high_fever,blister,,,,,,,,,,,,,,,
Impetigo,skin_rash,blister,,,,,,,,,,,,,,,
Impetigo,skin_rash,blister,,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Impetigo,skin_rash,blister,,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Fungal infection,skin_rash,,dischromic _patches,,,,,,,,,,,,,,
Fungal infection,itching,,dischromic _patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,dischromic _patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,,,,,,,,,,,,,,
Fungal infection,skin_rash,,dischromic _patches,,,,,,,,,,,,,,
Fungal infection,itching,,dischromic _patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,dischromic _patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
Allergy,shivering,chills,watering_from_eyes,,,,,,,,,,,,,,
Allergy,continuous_sneezing,chills,watering_from_eyes,,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,watering_from_eyes,,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,,,,,,,,,,,,,,
Allergy,shivering,chills,watering_from_eyes,,,,,,,,,,,,,,
Allergy,continuous_sneezing,chills,watering_from_eyes,,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,watering_from_eyes,,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
GERD,stomach_pain,,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,,cough,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,,,,,,,,,,,,
GERD,,,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,stomach_pain,,,cough,chest_pain,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Chronic cholestasis,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,itching,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Drug Reaction,itching,stomach_pain,,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,,,,,,,,,,,,,
Drug Reaction,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,stomach_pain,,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,spotting_ urination,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,,,,,,,,,,,,,
Peptic ulcer diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,passage_of_gases,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
AIDS,,high_fever,,,,,,,,,,,,,,,
AIDS,muscle_wasting,high_fever,,,,,,,,,,,,,,,
AIDS,muscle_wasting,,,,,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
AIDS,,high_fever,,,,,,,,,,,,,,,
AIDS,muscle_wasting,high_fever,,,,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Diabetes,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,,
Diabetes,fatigue,,lethargy,irregular_sugar_level,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,lethargy,irregular_sugar_level,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,irregular_sugar_level,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Gastroenteritis,,dehydration,diarrhoea,,,,,,,,,,,,,,
Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,
Gastroenteritis,vomiting,,diarrhoea,,,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,,,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Gastroenteritis,,dehydration,diarrhoea,,,,,,,,,,,,,,
Gastroenteritis,vomiting,dehydration,diarrhoea,,,,,,,,,,,,,,
Gastroenteritis,vomiting,,diarrhoea,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Bronchial Asthma,cough,high_fever,breathlessness,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,high_fever,breathlessness,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,breathlessness,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Bronchial Asthma,cough,high_fever,breathlessness,,,,,,,,,,,,,,
Bronchial Asthma,fatigue,high_fever,breathlessness,,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Hypertension,chest_pain,dizziness,,,,,,,,,,,,,,,
Hypertension,headache,dizziness,,,,,,,,,,,,,,,
Hypertension,headache,chest_pain,,,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Hypertension,chest_pain,dizziness,,,,,,,,,,,,,,,
Hypertension,headache,dizziness,,,,,,,,,,,,,,,
Hypertension,headache,chest_pain,,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Migraine,indigestion,headache,,,stiff_neck,,,,,,,,,,,,
Migraine,,headache,,,stiff_neck,,,,,,,,,,,,
Migraine,,indigestion,,,stiff_neck,,,,,,,,,,,,
Migraine,,indigestion,headache,,stiff_neck,,,,,,,,,,,,
Migraine,,indigestion,headache,,stiff_neck,,,,,,,,,,,,
Migraine,,indigestion,headache,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Cervical spondylosis,weakness_in_limbs,,dizziness,,,,,,,,,,,,,,
Cervical spondylosis,back_pain,,dizziness,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),headache,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),headache,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Jaundice,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,,
Jaundice,itching,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,,
Jaundice,itching,vomiting,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,high_fever,,dark_urine,abdominal_pain,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,,dark_urine,abdominal_pain,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,abdominal_pain,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Malaria,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,
Malaria,chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,
Malaria,chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,
Malaria,chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain,,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain,,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Chicken pox,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Dengue,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,,
Dengue,skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,,
Dengue,skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,,
Dengue,skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,,belly_pain,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,,belly_pain,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,,belly_pain,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
Typhoid,chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
